#ID,Tweet,RetweetCount,CreatedDate,Query,HourOfDay,Sentiment,Date
25801,"RT @GHmagazine: Follow &amp; RT to win a #PalmoliveNaturals hamper with beauty products, candles etc worth £80: http://t.co/VZOjt0vaPJ http://t…",1170,11/26/2014 0:00,candles,15,Positive,11/26/2015 0:00
26101,"Wall candles holder ,two candles ,stained glass ,upcycled https://t.co/30i2FmqMK4",0,11/26/2014 0:00,candles,15,Neutral,11/26/2015 0:00
26401,Power went out... Def too cold for this... I need to get some candles,0,11/26/2014 0:00,candles,15,Negative,11/26/2015 0:00
26701,Cocktail glasses are chilling. Kicking off the long weekend with martinis because yeah.,0,11/26/2014 0:00,cocktail glasses,14,Negative,11/26/2015 0:00
26702,Wonderful #Vintage #1950's #Rooster Cocktail shaker and matching stem glasses set http://t.co/VKmqFJxYbt via @Etsy,0,11/26/2014 0:00,cocktail glasses,12,Positive,11/26/2015 0:00
26703,RT @jd_irwin: today my brother bought a set of dumbbells. I bought a set of cocktail glasses. This illustrates the difference between us pe…,1,11/26/2014 0:00,cocktail glasses,12,Neutral,11/26/2015 0:00
26704,"Join us for Happy Hour at the bar from 4:30 until 6:30 with all draft beers at $3, $4 select glasses of wine and $5 daily classic cocktail.",0,11/26/2014 0:00,cocktail glasses,12,Positive,11/26/2015 0:00
26705,***Thanksgiving Eve*** ALL NIGHT HAPPY HOUR $1.50 Oysters $4 Glasses of Wine $5 Cocktails $8 Shrimp Cocktail $7 Martini &amp; Manhattan,0,11/26/2014 0:00,cocktail glasses,11,Positive,11/26/2015 0:00
26706,Thanksgiving Eve *ALL Night HAPPY HOUR* $1.50 Oysters $8 Shrimp Cocktail $4 Glasses of Wine $5 Cocktails... http://t.co/7sYgVjbBVd,0,11/26/2014 0:00,cocktail glasses,11,Positive,11/26/2015 0:00
26707,Barware / Cocktail Pitcher Drink Glasses MichelleandCoVintage http://t.co/CpGlODdezX via @Etsy #vintage #barware #cocktailset #drinkglasses,0,11/26/2014 0:00,cocktail glasses,10,Positive,11/26/2015 0:00
26708,"... then asks if we have a cocktail shaker. I procured one (brand spanking new, WITH cocktail glasses &amp; recipe book. Next I provided...",0,11/26/2014 0:00,cocktail glasses,10,Neutral,11/26/2015 0:00
26710,Not long until #Christmas! Get into the festive spirit by kitting out your bar with some fun glassware http://t.co/Y7FvVtkM2S,1,11/26/2014 0:00,cocktail glasses,8,Negative,11/26/2015 0:00
26711,Russel Wright Morgantown Cocktail Glasses Lot of 3 All for One Price http://t.co/MTgaJRRZ67,0,11/26/2014 0:00,cocktail glasses,8,Neutral,11/26/2015 0:00
26712,High on Mumbai Cocktail Glasses- Personalized for the different shades of Mumbai Get it at- http://t.co/7aPmH6XhsT http://t.co/JNo5sclZ2b,0,11/26/2014 0:00,cocktail glasses,8,Neutral,11/26/2015 0:00
26713,Woo all cocktail glasses and accessories ordered for my 21st :D,0,11/26/2014 0:00,cocktail glasses,7,Positive,11/26/2015 0:00
26714,RT @HzlRoberts: 4 Vintage Champagne Glasses Cocktail Coupe http://t.co/BlifSWbfrW via @Etsy #hazelroberts #etsy,1,11/26/2014 0:00,cocktail glasses,7,Positive,11/26/2015 0:00
26715,SALE #MidCentury Vintage Set of 6 Cocktail Glasses #blackfriday by MadHomeStyle http://t.co/cR9KpyZz7J via @Etsy,0,11/26/2014 0:00,cocktail glasses,7,Positive,11/26/2015 0:00
26716,4 Vintage Champagne Glasses Cocktail Coupe http://t.co/BlifSWbfrW via @Etsy #hazelroberts #etsy,1,11/26/2014 0:00,cocktail glasses,7,Positive,11/26/2015 0:00
26717,New Hue Enchanted Script Champagne Glasses or Cocktail Collage Knit Pant s or M | eBay http://t.co/42Tp2wNDNn,0,11/26/2014 0:00,cocktail glasses,6,Positive,11/26/2015 0:00
26718,New Hue Enchanted Script Champagne Glasses or Cocktail Collage Knit Pant s or M | eBay http://t.co/is9A4WOozT,0,11/26/2014 0:00,cocktail glasses,6,Positive,11/26/2015 0:00
26719,"Stemless wine glasses, unique bottle presenters, hilarious cocktail napkins and so much more. Drop by West Wind... http://t.co/PyGMWDUN2O",0,11/26/2014 0:00,cocktail glasses,5,Positive,11/26/2015 0:00
26720,CUTE! New Hue Enchanted Script Champagne Glasses or Cocktail Collage Knit Pant s or M | eBay http://t.co/YUQTz5LEVj http://t.co/V5iis8oEav,0,11/26/2014 0:00,cocktail glasses,4,Positive,11/26/2015 0:00
26721,My yummy cocktail in my flashing glasses :),0,11/26/2014 0:00,cocktail glasses,4,Positive,11/26/2015 0:00
26722,CUTE! New Hue Enchanted Script Champagne Glasses or Cocktail Collage Knit Pant s or M | eBay http://t.co/YUQTz5LEVj,0,11/26/2014 0:00,cocktail glasses,4,Positive,11/26/2015 0:00
26723,CUTE! New Hue Enchanted Script Champagne Glasses or Cocktail Collage Knit Pant s or M | eBay http://t.co/TFq5ibBEyV,0,11/26/2014 0:00,cocktail glasses,4,Positive,11/26/2015 0:00
26724,Just listed! Vintage Liqueur / Sherry Glasses Set of 6 RETRO Kitsch Fruits Gilded COCKTAIL BAR http://t.co/oCOYlsJ0XK,0,11/26/2014 0:00,cocktail glasses,3,Positive,11/26/2015 0:00
26725,"RT @melbcentral: At @asianbeercafe tonight, $20 gets you a cocktail jug, a beer bucket or 4 glasses of house wine! What you waiting for? #s…",1,11/26/2014 0:00,cocktail glasses,3,Neutral,11/26/2015 0:00
26726,Vintage Lot 6 Classic Cars Logo Cocktail Glasses Tumblers Barware VGC 12oz - http://t.co/TxkgGHXm3u,0,11/26/2014 0:00,cocktail glasses,2,Positive,11/26/2015 0:00
26727,"RT @lelaniblack: ??????It's #cocktail - thirty! Splash of coconut #rum, cranberry juice and pineapple juice. Cheers *glasses clink* http://t.c…",17,11/26/2014 0:00,cocktail glasses,1,Neutral,11/26/2015 0:00
26728,"At @asianbeercafe tonight, $20 gets you a cocktail jug, a beer bucket or 4 glasses of house wine! What you waiting for? #shoppingfestival",1,11/26/2014 0:00,cocktail glasses,0,Neutral,11/26/2015 0:00
26729,"RT @lelaniblack: ??????It's #cocktail - thirty! Splash of coconut #rum, cranberry juice and pineapple juice. Cheers *glasses clink* http://t.c…",17,11/26/2014 0:00,cocktail glasses,0,Neutral,11/26/2015 0:00
26730,"RT @lelaniblack: ??????It's #cocktail - thirty! Splash of coconut #rum, cranberry juice and pineapple juice. Cheers *glasses clink* http://t.c…",17,11/25/2014 0:00,cocktail glasses,23,Neutral,11/25/2015 0:00
26737,RT @barntiques859: Vintage Martini Cocktail Shaker and 6 Etched Glasses http://t.co/HrnrDt8R4d http://t.co/J3HFxLH01F,1,11/25/2014 0:00,cocktail glasses,20,Positive,11/25/2015 0:00
26738,Vintage Martini Cocktail Shaker and 6 Etched Glasses http://t.co/HrnrDt8R4d http://t.co/J3HFxLH01F,1,11/25/2014 0:00,cocktail glasses,20,Positive,11/25/2015 0:00
26739,"RT @lelaniblack: ??????It's #cocktail - thirty! Splash of coconut #rum, cranberry juice and pineapple juice. Cheers *glasses clink* http://t.c…",17,11/25/2014 0:00,cocktail glasses,19,Neutral,11/25/2015 0:00
26740,"RT @lelaniblack: ??????It's #cocktail - thirty! Splash of coconut #rum, cranberry juice and pineapple juice. Cheers *glasses clink* http://t.c…",17,11/25/2014 0:00,cocktail glasses,19,Neutral,11/25/2015 0:00
26741,"RT @lelaniblack: ??????It's #cocktail - thirty! Splash of coconut #rum, cranberry juice and pineapple juice. Cheers *glasses clink* http://t.c…",17,11/25/2014 0:00,cocktail glasses,19,Neutral,11/25/2015 0:00
26742,"RT @lelaniblack: ??????It's #cocktail - thirty! Splash of coconut #rum, cranberry juice and pineapple juice. Cheers *glasses clink* http://t.c…",17,11/25/2014 0:00,cocktail glasses,19,Neutral,11/25/2015 0:00
26743,"RT @lelaniblack: ??????It's #cocktail - thirty! Splash of coconut #rum, cranberry juice and pineapple juice. Cheers *glasses clink* http://t.c…",17,11/25/2014 0:00,cocktail glasses,19,Neutral,11/25/2015 0:00
26744,#Vintage #Morgantown Normandie #Martini Pitcher and #cocktail glasses set http://t.co/d3SKLF8ZT9 via @Etsy,0,11/25/2014 0:00,cocktail glasses,18,Positive,11/25/2015 0:00
26745,Wonderful #Vintage #1950's #Rooster Cocktail shaker and glasses set http://t.co/VKmqFJxYbt via @Etsy,0,11/25/2014 0:00,cocktail glasses,18,Positive,11/25/2015 0:00
26746,"RT @lelaniblack: ??????It's #cocktail - thirty! Splash of coconut #rum, cranberry juice and pineapple juice. Cheers *glasses clink* http://t.c…",17,11/25/2014 0:00,cocktail glasses,17,Neutral,11/25/2015 0:00
26747,Glass Escort Cards (chalkboard paint glasses: a cocktail glass that double as an escort card! :,0,11/25/2014 0:00,cocktail glasses,17,Neutral,11/25/2015 0:00
26748,"RT @lelaniblack: ??????It's #cocktail - thirty! Splash of coconut #rum, cranberry juice and pineapple juice. Cheers *glasses clink* http://t.c…",17,11/25/2014 0:00,cocktail glasses,17,Neutral,11/25/2015 0:00
26749,Beer glasses. Cocktail shakers. #familywarehouse @thewarehousenz http://t.co/x2kkiJt95b,0,11/25/2014 0:00,cocktail glasses,17,Neutral,11/25/2015 0:00
35601,I do love my candles ?????? http://t.co/NIOs39Nq79,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35602,"Me: Hey Austen, what do you want for Christmas? Austen: Socks.. and candles! I swear she's a grandma @AustenShankle",0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35603,Probably love christmas candles more than you http://t.co/fXkL3jA9ti,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35604,Check out VINTAGE CHRISTMAS CANDLES CANDELABRA RED POINSETTIAS HOLLY TABLECLOTH http://t.co/jeD2B8blGs via @eBay,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35605,"4 candles, 2 house fresheners, 2 lotions and 2 hand sanitizers for $25.. bless your soul bath&amp;bodyworks",0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35606,"RT @82JOSEPH: Dear shooting stars, wells, eyelashes, birthday candles, wishbones, and 11:11... what happened to all my wishes?",5,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35607,RT @Ways2GoGreen: Ideas for Decorating With Candles http://t.co/93j7EOPNr3 #Green,4,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35608,RT @flutteringflute: Lighting candles in hopes of finishing this paper.,1,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35609,"Hey friends, let's have a Christmas party and make candles!",0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35610,RT @rachelchavela: i love lighting candles in my room,10,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35611,RT @LovaticEmpire: she's like wtf wilmer why can't we buy the pumpkin spice candles idc if you're latin I'm a common white girl http://t.co…,139,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35612,I wish I had a bath tub at school. Bubble baths with candles and books about Buddha are really important.,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35613,someone go Black Friday shopping and get me some candles? ???? I wanna go so bad but mom isn't home to take me ???? #BlackFriday,0,11/28/2014 0:00,candles,14,Negative,11/28/2015 0:00
35615,The smell of burning candles ??,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35616,RT @5HYN4: @CLEOPATRAEGIP1 @patricia_lurbe @gpCody @GiselaVallejo16 @nnorma_ Amix hay q orar mucho x HILDA se complico su salud http://t.co…,2,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35617,My hardest decision today was wether I should put red or gold taper candles in the dining room ????,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35618,four candles/fork handles,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35619,Who needs Black Friday. we are having a Pink Sunday these fantastic Eden candles were £6.00 each now 50% off now... http://t.co/5CMSMTWUyB,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35620,Hot bubble bath and candles ????,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35621,"RT @AvgSociaIMedia: Snapchat: Picture of her legs in the bathtub with candles lit around her. Caption: ""So relaxing""",442,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35622,RT @danixo15: @gracewearn_ their candles are the best,1,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35623,"RT @AvgSociaIMedia: Snapchat: Picture of her legs in the bathtub with candles lit around her. Caption: ""So relaxing""",442,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35624,"Update: she was in the candles section and ""had forgotten I had come with her"" ok thx ma :)))",0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35625,"I love incense, candles &amp; scented oils..",0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35626,"RT @AvgSociaIMedia: Snapchat: Picture of her legs in the bathtub with candles lit around her. Caption: ""So relaxing""",442,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35627,"RT @AvgSociaIMedia: Snapchat: Picture of her legs in the bathtub with candles lit around her. Caption: ""So relaxing""",442,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35629,"@IWNCC #FREEBIEFRIDAY these candles are lovely and the lavender etc will smell lush, have rt for friends to see also ????",0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35631,"Ahh, I love candles so much!",0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35632,RT @jaelb_: buy me candles and I'll love you,6,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35633,Taught Cristina to hate Yankees so much that now she won't even buy their candles,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35634,"But since it's Thanksgiving, I'll just be glad I brought incense and candles from home and take a deep breath ??",0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35635,@innocentgeeway oh *nods slowly* how many black candles?,0,11/28/2014 0:00,candles,14,Negative,11/28/2015 0:00
35636,Can't wait to get a tree and a bunch of Yankee candles to make my living room more homey??????????,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35637,Enter to Win: Set of 3 #OldFactory Soy Candles #sweepstakes http://t.co/tycZg0pdX0,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35638,CANDLES ??????,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35639,@gracewearn_ their candles are the best,1,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35640,RT @janemsullivan1: Had a lovely time @SquirrelsInt yesterday evening - wanted to buy everything in there. The Cire Trudon candles are quit…,1,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35641,"RT @AvgSociaIMedia: Snapchat: Picture of her legs in the bathtub with candles lit around her. Caption: ""So relaxing""",442,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35642,"#rteelton can you feel the love tonight? Light candles, way better than electricity. . ????",0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35643,"Laying on the couch, wrapped in a fuzzy blanket, taking in the smell of Christmas scented candles. I'm a happy chicky",0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35644,"RT @AvgSociaIMedia: Snapchat: Picture of her legs in the bathtub with candles lit around her. Caption: ""So relaxing""",442,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35645,Oh this old thing? It's just a candle wick trimmer. For trimming the wicks of the candles. For the season.,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35647,“@_ngxyen: Bought myself candles bc they're life” 7 for $26??,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35648,RT @lilouetloic: #WIN one of our Signature Candles worth £35. Perfect gift or treat to yourself!Retweet &amp; Follow for your chance. http://t…,850,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35649,Spending $150 on candles was the best decision ever,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35650,RT @westgreenfruits: A wee snapshot of some of the goodies in our Christmas Barn taken a few minutes ago. We also have lovely candles... ht…,1,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35652,"All of the beeswax and honey in HempWick, HempWick Hippie Candles, and HempWick Honey are from the… http://t.co/e7YSezwMG2",0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35653,Debating spending a small fortune on a fuckton of candles-i think im just a lil bit obsessed.. &lt;3,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35654,I gotta go but some more candles soon,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35656,How many so purloin candles: CxfmF,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35657,"RT @AvgSociaIMedia: Snapchat: Picture of her legs in the bathtub with candles lit around her. Caption: ""So relaxing""",442,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35658,Cozy movie night ???#home #candles #vscocam http://t.co/iUDiP0JuJp,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35659,Sooooooooo nice!!! :) #candles #sowarm #socomfy #amazing #vanillia #cranberry #needabiggerone http://t.co/GmdsgUWOTb,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35661,"and I'm not scared, light my candles in a daze",0,11/28/2014 0:00,candles,14,Negative,11/28/2015 0:00
35662,Go Beyond the Candles. http://t.co/jgkzAA38nI Get Your House Ready for Fall With These Easy Tips! http://t.co/Y19un5VLNn,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35663,I have a weird addiction for yankee candles,0,11/28/2014 0:00,candles,14,Negative,11/28/2015 0:00
35664,Everytime I watch sixteen candles I get so happy hahaha????,1,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35666,I want to #win a Old Factory Candle Gift Pack from @itsanniam #madeinUSA #giveaway http://t.co/wXzt0PoIgo,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35667,"Wow! I just won this for free, Beautiful Rose Themed Candle Topper for Yankee Candles - Brand N http://t.co/LlouBCswTF #listia",0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35668,Bought myself candles bc they're life,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35669,@danixo15 the candles and hand sanitisers look so nice I'm sad,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35670,Cozy movie night ???#home #candles #vscocam http://t.co/KqwJ5Z2yX5,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35671,RT @jaelb_: buy me candles and I'll love you,6,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35672,A huge thanks to Natalie Jane for hosting a Candle Party with La Lumière Luxury Candles last night! It was a... http://t.co/67dd5ldadS,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35674,"RT @mishelkate55: Pakistani cricket fans light candles to pay tribute to Australian cricketer Phillip Hughes in Karachi, Pakistan http://t.…",3,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35676,RT @danixo15: @gracewearn_ I only bought candles at bath and body works haha,1,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35678,Candace with another good Bass! 23_candles_ Follow our partners:… http://t.co/6ZuAcSoyEn,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35679,RT @KealyHaughey: Abit of pampering and few candles and i feel like a new women ??,1,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35680,Want to create a cozy mood? Win a Candle Warmers Lantern and Scented Candles @pawsitiveliving http://t.co/1IFjXHy3Zo US/CAN 12/15,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35681,“@jaelb_: buy me candles and I'll love you”,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35682,"Deals : http://t.co/tOFYWTlkLb #26632 Dermalogica Toxin Relief Oil, Stress Relief Candles and Skin Care Trio vi... http://t.co/IgCNaQx11w",0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35683,RT @getbakedct: Tomorrow is Small Business Saturday and we are all restocked (again) with northeastnutmeg candles!!! 2… http://t.co/QQTbVqg…,1,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35684,"When you get frustrated, just think of a dragon trying to blow out birthday candles.",10,11/28/2014 0:00,candles,14,Negative,11/28/2015 0:00
35685,"U KNO WE GOT 2!?? “@kissmeexxo: ""@BellaxLuna: My beds so comfy, my candles smell lovely....dnt wanna go out lolll "" Round 2 tonight tho?! ????”",0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35686,@gracewearn_ I only bought candles at bath and body works haha,1,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35687,RT @jaelb_: buy me candles and I'll love you,6,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35688,I have candles.... http://t.co/kX32wv0nDi,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35689,"Cosy night in, food candles films ????",0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35690,@andreajwing RT @blawrie13 just stood in line for 35 min but who doesn't want buy 3 get 3 free ??????????#Candles #NeedIt http://t.co/lTGflYMdH6,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35691,RT @iamforeverbusty: he made me a bubble bath with candles so i could feel better http://t.co/vhtJoG0fbQ,433,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35692,i'm taking a bath with candles bc i am stressed the hell out,0,11/28/2014 0:00,candles,14,Negative,11/28/2015 0:00
35693,Enter to Win a Pumpkin Spice Jar Candle from @OneFurAllPets on @TwoClassyChics Blog Ends 12/01 #Giveaways #ad http://t.co/w1SzpFwFR0,0,11/28/2014 0:00,candles,14,Negative,11/28/2015 0:00
35694,"sitting on the couch with fuzzy socks on, taylor swift playing, and lots of Christmas candles burning.. I'm a very happy girl????",0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
35695,Enter to win Old Factory Candle gift set in your choice of scents #giveaway http://t.co/8D2qhBfxqC,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35696,feel so pretentious reading with fairy lights and candles,0,11/28/2014 0:00,candles,14,Negative,11/28/2015 0:00
35698,At Christmas most people love to burn candles to smell of them the aura of them the romance of them if you're one... http://t.co/UvgQtWRqAo,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35699,"""@BellaxLuna: My beds so comfy, my candles smell lovelyyy....dnt wanna go out lollll."" Round 2 tonight tho?! ????",0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
35700,#Cat blows out birthday cake candles! What a #Silly #Kitty http://t.co/CouIbdsRC1,0,11/28/2014 0:00,candles,14,Negative,11/28/2015 0:00
36001,I wonder if blowing out all 30 candles on my cake means my birthday wish will come true?,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
36002,RT: I want to win @CandleWarmersetc Warmer and Candles @iemommy: http://t.co/dxiv4uuVnw…tycreekcandles/ http://t.co/2jeHZTedUB,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
36003,@almorrell33 ALL WE HAVE ARE CANDLES,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
36201,"@TravisMcMillan ""So...where do you shop for candles?"" Like that?",0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
37001,#win a Old Factory Candles Gift Set from @behindblueey3s http://t.co/3nN2fw0G0s #OldFactoryCandles @brandbacker http://t.co/ijEmd6KSha,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
37401,@Sandybaylondon your candles are AMAZING !!!!!!!,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
37402,Bath bombs and candles http://t.co/4yZQxoE9dV,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
37501,"RT @AvgSociaIMedia: Snapchat: Picture of her legs in the bathtub with candles lit around her. Caption: ""So relaxing""",443,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
37601,Buy me candles for Christmas?,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
38001,RT @Rileyblaire: My favorite things in life are candles and cute underwear,12,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
38301,RT @TLVBible: We just launched our Shabbat Life twitter account at @Shabbatlife! Follow it &amp; light the candles every Friday night with us! …,2,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
38701,RT @_eemmyyy_: I gotta go but some more candles soon,1,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
39201,Going to the mall with hope of finding clothes but I know I'll just end up spending all my money on candles,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
39301,RT @MyBoyFriendIsnt: My boyfriend isn't allowed to have candles on his birthday cake...Wtf are you wishing for? All your dreams came true w…,136,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
39601,RT @lilouetloic: #WIN one of our Signature Candles worth £35. Perfect gift or treat to yourself!Retweet &amp; Follow for your chance. http://t…,851,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
39701,never before seen picture of jacob blowing out the candles on his 17th birthday http://t.co/k39kf8510G,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
39801,@renchenclaveria ???? I wanted candles you shit face,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
39802,"RT @dawn_glory: Me: Hey Austen, what do you want for Christmas? Austen: Socks.. and candles! I swear she's a grandma @AustenShankle",1,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
40201,i got two really dank yankee candles today for like $20,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
40401,RT @TheYankeeCandle: Shopping our #BlackFriday sale this weekend? Get #FreeCandles when you Buy 2! Online code L14N http://t.co/Kh6MIa1Ut1 …,21,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
40601,"Luscious #southern #fragrances burn warmly from #soy candles...SeaGrass, High Cotton, and Spanish… http://t.co/6keOWYYWaU",0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
40602,That's why they call them crushes. If they were easy they'd call them something else. -Sixteen Candles (1984),0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
40603,RT @thotfooljacob: never before seen picture of jacob blowing out the candles on his 17th birthday http://t.co/k39kf8510G,2,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
40701,RT @thotfooljacob: never before seen picture of jacob blowing out the candles on his 17th birthday http://t.co/k39kf8510G,2,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
40901,"RT @TheYankeeCandle: Shop #BlackFriday &amp; get 2 FREE Large Jar candles when you buy 2! In-Store &amp; Online, code L14N http://t.co/Kh6MIa1Ut1 h…",14,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
40902,"Are you a candle lover Do you need a gift Candles with Suprise (UNITED STATES, Waco) http://t.co/Ss8a5Yycrd",0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
40903,RT @brischwellinger: The smell of burning candles ??,1,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
41701,hello i went black friday shopping but im back and i bought a really cute candle that smells so nice i love candles,0,11/28/2014 0:00,candles,14,Positive,11/28/2015 0:00
41801,"Gossip girl, tea, candles &amp; blankets =my friday night #perfection ????",0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
42201,"Battery Operated Candles - 6 Unscented Small Flameless Candles, Dia. 1.5""x1.75"" Height, 70+ Hours of Lighting, 6… http://t.co/KgvWloKPYg",0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
42202,#candles #babybluesbbq 28 #high converting green energy book video packages: http://t.co/IFdOn48agT Get Paid F http://t.co/wKwyurMMrn,0,11/28/2014 0:00,candles,14,Neutral,11/28/2015 0:00
